Title,Journal,Year,Volume,Issue,DOI
The homogenization of the financial system and financial crises,JOURNAL OF FINANCIAL INTERMEDIATION,2008,17,3,10.1016/j.jfi.2008.01.001
The identification of technology regimes in banking: Implications for the market power-fragility nexus,JOURNAL OF BANKING & FINANCE,2009,33,8,10.1016/j.jbankfin.2009.02.005
The Idiosyncratic Volatility Puzzle: Time Trend or Speculative Episodes?,REVIEW OF FINANCIAL STUDIES,2010,23,2,10.1093/rfs/hhp087
The Illiquidity of Corporate Bonds,JOURNAL OF FINANCE,2011,66,3,10.1111/j.1540-6261.2011.01655.x
The illiquidity puzzle: theory and evidence from private equity,JOURNAL OF FINANCIAL ECONOMICS,2004,72,1,10.1016/S0304-405X(03)00203-4
The illusory nature of momentum profits,JOURNAL OF FINANCIAL ECONOMICS,2004,71,2,10.1016/S0304-405X(03)00206-X
The IMF in a world of private capital markets,JOURNAL OF BANKING & FINANCE,2006,30,5,10.1016/j.jbankfin.2005.07.002
The Impact of a Strong Bank-Firm Relationship on the Borrowing Firm,REVIEW OF FINANCIAL STUDIES,2011,24,4,10.1093/rfs/hhp074
The impact of all-star analyst job changes on their coverage choices and investment banking deal flow,JOURNAL OF FINANCIAL ECONOMICS,2007,84,3,10.1016/j.jfineco.2005.12.010
The impact of bank consolidation on commercial borrower welfare,JOURNAL OF FINANCE,2005,60,4,10.1111/j.1540-6261.2005.00787.x
The impact of bank consolidation on small business credit availability,JOURNAL OF BANKING & FINANCE,2007,31,4,10.1016/j.jbankfin.2006.10.009
The impact of bank entry in the Japanese corporate bond underwriting market,JOURNAL OF BANKING & FINANCE,2006,30,1,10.1016/j.jbankfin.2004.12.005
The impact of bank ownership concentration on impaired loans and capital adequacy,JOURNAL OF BANKING & FINANCE,2010,34,2,10.1016/j.jbankfin.2009.08.007
The impact of banking sector reform in a transition economy: Evidence from Kyrgyzstan,JOURNAL OF BANKING & FINANCE,2009,33,9,10.1016/j.jbankfin.2009.04.002
The impact of bond rating changes on corporate bond prices: New evidence from the over-the-counter market,JOURNAL OF BANKING & FINANCE,2010,34,11,10.1016/j.jbankfin.2010.06.006
The impact of capital market imperfections on investment-cash flow sensitivity,JOURNAL OF BANKING & FINANCE,2008,32,2,10.1016/j.jbankfin.2007.02.013
The impact of capital-based regulation on bank risk-taking,JOURNAL OF FINANCIAL INTERMEDIATION,1999,8,4,10.1006/jfin.1999.0276
The impact of cash flow volatility on discretionary investment and the costs of debt and equity financing,JOURNAL OF FINANCIAL ECONOMICS,1999,54,3,10.1016/S0304-405X(99)00042-2
The impact of cash flows and firm size on investment: The international evidence,JOURNAL OF BANKING & FINANCE,1998,22,3,10.1016/S0378-4266(97)00059-9
The Impact of Central Bank Independence on Political Monetary Cycles in Advanced and Developing Nations,JOURNAL OF MONEY CREDIT AND BANKING,2009,41,7,10.1111/j.1538-4616.2009.00260.x
The impact of changes in bank ownership structure on the allocation of capital: International evidence,JOURNAL OF BANKING & FINANCE,2011,35,10,10.1016/j.jbankfin.2011.02.017
The impact of collateralization on swap rates,JOURNAL OF FINANCE,2007,62,1,10.1111/j.1540-6261.2007.01210.x
The impact of competition on bank orientation,JOURNAL OF FINANCIAL INTERMEDIATION,2007,16,3,10.1016/j.jfi.2007.03.002
The impact of conglomeration on the option value of equity,JOURNAL OF BANKING & FINANCE,2010,34,12,10.1016/j.jbankfin.2010.07.004
"The impact of consolidation and safety-net support on Canadian, US and UK banks: 1893-1992",JOURNAL OF BANKING & FINANCE,1999,23,2-4,10.1016/S0378-4266(98)00080-6
The impact of contingent liability on commercial bank risk taking,JOURNAL OF FINANCIAL ECONOMICS,1998,47,2,10.1016/S0304-405X(97)00043-3
The impact of corporate social responsibility on the cost of bank loans,JOURNAL OF BANKING & FINANCE,2011,35,7,10.1016/j.jbankfin.2010.12.002
The impact of CRA agreements on community banks,JOURNAL OF BANKING & FINANCE,2004,28,12,10.1016/j.jbankfin.2004.05.002
The impact of debt financing on entry and exit in a duopoly,REVIEW OF FINANCIAL STUDIES,2001,14,3,10.1093/rfs/14.3.765
The impact of decimalization on market quality: An empirical investigation of the Toronto Stock Exchange,JOURNAL OF FINANCIAL INTERMEDIATION,1997,6,2,10.1006/jfin.1997.0213
The Impact of Deregulation and Financial Innovation on Consumers: The Case of the Mortgage Market,JOURNAL OF FINANCE,2010,65,1,10.1111/j.1540-6261.2009.01531.x
The impact of deregulation on price and non-price competition in the Portuguese deposits market,JOURNAL OF BANKING & FINANCE,2000,24,9,10.1016/S0378-4266(99)00091-6
The impact of economic slowdowns on financial institutions and their regulators: an overview,JOURNAL OF FINANCIAL INTERMEDIATION,2003,12,2,10.1016/S1042-9573(03)00029-9
The impact of European bank mergers on bidder default risk,JOURNAL OF BANKING & FINANCE,2011,35,4,10.1016/j.jbankfin.2010.09.001
The impact of FDICIA and prompt corrective action on bank capital and risk: Estimates using a simultaneous equations model,JOURNAL OF BANKING & FINANCE,2001,25,6,10.1016/S0378-4266(00)00125-4
The impact of FDICIA on bank returns and risk: Evidence from the capital markets,JOURNAL OF BANKING & FINANCE,2001,25,2,10.1016/S0378-4266(99)00131-4
The impact of foreign bank entry in emerging markets: Evidence from India,JOURNAL OF FINANCIAL INTERMEDIATION,2010,19,1,10.1016/j.jfi.2009.01.003
The impact of foreign board membership on firm value,JOURNAL OF BANKING & FINANCE,2003,27,12,10.1016/S0378-4266(02)00395-3
The impact of FX central bank intervention in a noise trading framework,JOURNAL OF BANKING & FINANCE,2009,33,7,10.1016/j.jbankfin.2008.11.014
The impact of global equity offerings,JOURNAL OF FINANCE,2000,55,6,10.1111/0022-1082.00306
The impact of governance reform on performance and transparency,JOURNAL OF FINANCIAL ECONOMICS,2011,99,1,10.1016/j.jfineco.2010.08.005
The Impact of Hedge Fund Activism on the Target Firm's Existing Bondholders,REVIEW OF FINANCIAL STUDIES,2011,24,5,10.1093/rfs/hhr016
The impact of illegal insider trading in dealer and specialist markets: evidence from a natural experiment,JOURNAL OF FINANCIAL ECONOMICS,2004,71,3,10.1016/S0304-405X(03)00188-0
The impact of imperfect credibility in a transition to price stability,JOURNAL OF MONEY CREDIT AND BANKING,2006,38,1,10.1353/mcb.2006.0022
The impact of institutional ownership on corporate operating performance,JOURNAL OF BANKING & FINANCE,2007,31,6,10.1016/j.jbankfin.2006.08.006
The impact of jumps in volatility and returns,JOURNAL OF FINANCE,2003,58,3,10.1111/1540-6261.00566
The impact of junior debt issuance on senior unsecured debt's risk premiums,JOURNAL OF BANKING & FINANCE,2005,29,6,10.1016/j.jbankfin.2004.06.030
The impact of legal and political institutions on equity trading costs: A cross-country analysis,REVIEW OF FINANCIAL STUDIES,2006,19,3,10.1093/rfs/hhj026
The impact of loan prepayment risk and deposit withdrawal risk on the optimal intermediation margin,JOURNAL OF BANKING & FINANCE,2004,28,8,10.1016/j.jbankfin.2003.05.002
The impact of macroeconomic and regulatory factors on bank efficiency: A non-parametric analysis of Hong Kong's banking system,JOURNAL OF BANKING & FINANCE,2006,30,5,10.1016/j.jbankfin.2005.03.022
"The impact of macroeconomic news on quote adjustments, noise, and informational volatility",JOURNAL OF BANKING & FINANCE,2011,35,10,10.1016/j.jbankfin.2011.03.004
The impact of management and board ownership on profitability in banks with different strategies,JOURNAL OF BANKING & FINANCE,2011,35,12,10.1016/j.jbankfin.2011.05.013
The impact of mean reversion of bank profitability on post-merger performance in the banking industry,JOURNAL OF BANKING & FINANCE,2006,30,12,10.1016/j.jbankfin.2006.01.005
The impact of mergers on credit union service provision,JOURNAL OF BANKING & FINANCE,1999,23,2-4,10.1016/S0378-4266(98)00090-9
The impact of negative cash flow and influential observations on investment-cash flow sensitivity estimates,JOURNAL OF BANKING & FINANCE,2004,28,5,10.1016/S0378-4266(03)00114-6
The impact of network size on bank branch performance,JOURNAL OF BANKING & FINANCE,2007,31,12,10.1016/j.jbankfin.2007.01.020
The impact of non-traditional activities on the estimation of bank efficiency: International evidence,JOURNAL OF BANKING & FINANCE,2010,34,7,10.1016/j.jbankfin.2010.01.006
The impact of off-balance-sheet activities on banks returns: An application of the ARCH-M to Canadian data,JOURNAL OF BANKING & FINANCE,2010,34,7,10.1016/j.jbankfin.2010.03.017
The impact of options trading on the market quality of the underlying security: An empirical analysis,JOURNAL OF FINANCE,1998,53,2,10.1111/0022-1082.285595
The impact of performance-based compensation on misreporting,JOURNAL OF FINANCIAL ECONOMICS,2006,79,1,10.1016/j.jfineco.2004.12.003
The impact of public information on investors,JOURNAL OF BANKING & FINANCE,2001,25,7,10.1016/S0378-4266(00)00133-3
The impact of regulation on market risk,JOURNAL OF FINANCIAL ECONOMICS,2006,80,1,10.1016/j.jfineco.2005.02.006
"The impact of regulatory reforms on cost structure, ownership and competition in Indian banking",JOURNAL OF BANKING & FINANCE,2010,34,1,10.1016/j.jbankfin.2009.07.022
The impact of risk and uncertainty on expected returns,JOURNAL OF FINANCIAL ECONOMICS,2009,94,2,10.1016/j.jfineco.2008.11.001
The impact of risk regulation on price dynamics,JOURNAL OF BANKING & FINANCE,2004,28,5,10.1016/S0378-4266(03)00113-4
The impact of sell-side analyst research coverage on an affiliated broker's market share of trading volume,JOURNAL OF BANKING & FINANCE,2010,34,4,10.1016/j.jbankfin.2009.09.007
The impact of specialist firm acquisitions on market quality,JOURNAL OF FINANCIAL ECONOMICS,2002,66,1,10.1016/S0304-405X(02)00153-8
The impact of state ownership on performance differences in privately-owned versus state-owned banks: An international comparison,JOURNAL OF FINANCIAL INTERMEDIATION,2010,19,1,10.1016/j.jfi.2008.09.005
The impact of stock market information production on internal resource allocation,JOURNAL OF FINANCIAL ECONOMICS,2004,71,1,10.1016/S0304-405X(03)00177-6
The impact of taxation on bank profits: Evidence from EU banks,JOURNAL OF BANKING & FINANCE,2011,35,12,10.1016/j.jbankfin.2011.05.002
The impact of terrorism on financial markets: An empirical study,JOURNAL OF BANKING & FINANCE,2011,35,2,10.1016/j.jbankfin.2010.07.026
The impact of the manager-shareholder conflict on acquiring bank returns,JOURNAL OF BANKING & FINANCE,2003,27,1,10.1016/S0378-4266(01)00210-2
The impact of trader type on the futures volatility-volume relation,JOURNAL OF FINANCE,1999,54,6,10.1111/0022-1082.00189
The impact of trades on daily volatility,REVIEW OF FINANCIAL STUDIES,2006,19,4,10.1093/rfs/hhj027
The impact of venture capital backing on the corporate governance of Australian initial public offerings,JOURNAL OF BANKING & FINANCE,2009,33,4,10.1016/j.jbankfin.2008.10.018
The impacts of Hong Kong's currency board reforms on the interbank market,JOURNAL OF BANKING & FINANCE,2003,27,12,10.1016/S0378-4266(02)00326-6
The implications of equity issuance decisions within a parent-subsidiary governance structure,JOURNAL OF FINANCE,1997,52,2,10.1111/j.1540-6261.1997.tb04824.x
The implications of the new capital adequacy rules for portfolio management of credit assets,JOURNAL OF BANKING & FINANCE,2001,25,1,10.1016/S0378-4266(00)00118-7
The implied jump risk of LIBOR rates,JOURNAL OF BANKING & FINANCE,2005,29,10,10.1016/j.jbankfin.2004.09.004
The implied reserves of the Bank Insurance Fund,JOURNAL OF BANKING & FINANCE,2004,28,7,10.1016/S0378-4266(03)00140-7
The importance and subtlety of credit rating migration,JOURNAL OF BANKING & FINANCE,1998,22,10-11,10.1016/S0378-4266(98)00066-1
The Importance of Asymmetric Tax Policy and Dangers of Aggregation,JOURNAL OF MONEY CREDIT AND BANKING,2011,43,,10.1111/j.1538-4616.2011.00414.x
The importance of bank seniority for relationship lending,JOURNAL OF FINANCIAL INTERMEDIATION,2000,9,1,10.1006/jfin.1999.0272
The importance of firm quotes and rapid executions: Evidence from the January 1994 SOES rules changes,JOURNAL OF FINANCIAL ECONOMICS,1997,45,1,10.1016/S0304-405X(97)00013-5
The importance of IRS monitoring to debt pricing in private firms,JOURNAL OF FINANCIAL ECONOMICS,2008,90,1,10.1016/j.jfineco.2007.12.002
The importance of relationships to the availability of credit,JOURNAL OF BANKING & FINANCE,1998,22,6-8,10.1016/S0378-4266(98)00007-7
The importance of the loss function in option valuation,JOURNAL OF FINANCIAL ECONOMICS,2004,72,2,10.1016/j.jfineco.2003.02.001
The incentive to give incentives: On the relative seniority of debt claims and managerial compensation,JOURNAL OF BANKING & FINANCE,2007,31,6,10.1016/j.jbankfin.2006.09.006
The increasing default risk of U.S. Treasury securities due to the financial crisis,JOURNAL OF BANKING & FINANCE,2010,34,10,10.1016/j.jbankfin.2010.04.005
The Incredible HOLC? Mortgage Relief during the Great Depression,JOURNAL OF MONEY CREDIT AND BANKING,2011,43,6,10.1111/j.1538-4616.2011.00418.x
The index fund rationality paradox,JOURNAL OF BANKING & FINANCE,2010,34,1,10.1016/j.jbankfin.2009.06.018
The indirect economic penalties in SEC investigations of underwriters,JOURNAL OF FINANCIAL ECONOMICS,1998,50,2,10.1016/S0304-405X(98)00035-X
The industrial organization of post-trade clearing and settlement,JOURNAL OF BANKING & FINANCE,2007,31,10,10.1016/j.jbankfin.2007.03.002
"The industry life cycle, acquisitions and investment: Does firm organization matter?",JOURNAL OF FINANCE,2008,63,2,10.1111/j.1540-6261.2008.01328.x
The inefficiency of Reuters foreign exchange quotes,JOURNAL OF BANKING & FINANCE,1998,22,3,10.1016/S0378-4266(98)00004-1
The inflation persistence of staggered contracts,JOURNAL OF MONEY CREDIT AND BANKING,2006,38,2,10.1353/mcb.2006.0033
The influence of financial and legal institutions on firm size,JOURNAL OF BANKING & FINANCE,2006,30,11,10.1016/j.jbankfin.2006.05.006
The influence of governance on investment: Evidence from a hazard model,JOURNAL OF FINANCIAL ECONOMICS,2011,102,3,10.1016/j.jfineco.2011.07.004
The influence of institutions on corporate governance through private negotiations: Evidence from TIAA-CREF,JOURNAL OF FINANCE,1998,53,4,10.1111/0022-1082.00055
The influence of product market dynamics on a firm's cash holdings and hedging behavior,JOURNAL OF FINANCIAL ECONOMICS,2007,84,3,10.1016/j.jfineco.2006.05.007
The Influence of the Home Owners' Loan Corporation on Housing Markets During the 1930s,REVIEW OF FINANCIAL STUDIES,2011,24,6,10.1093/rfs/hhq144
The information content in bond model residuals: An empirical study on the Belgian bond market,JOURNAL OF BANKING & FINANCE,1997,21,5,10.1016/S0378-4266(96)00061-1
The information content of bank exam ratings and subordinated debt prices,JOURNAL OF MONEY CREDIT AND BANKING,2001,33,4,10.2307/2673928
The Information Content of Bank Loan Covenants,REVIEW OF FINANCIAL STUDIES,2010,23,10,10.1093/rfs/hhq054
The information content of cash dividend announcements in a unique environment,JOURNAL OF BANKING & FINANCE,2011,35,3,10.1016/j.jbankfin.2010.03.004
The information content of discount rate announcements: What is behind the announcement effect?,JOURNAL OF BANKING & FINANCE,1998,22,1,10.1016/S0378-4266(97)00049-6
The information content of implied volatilities and model-free volatility expectations: Evidence from options written on individual stocks,JOURNAL OF BANKING & FINANCE,2010,34,4,10.1016/j.jbankfin.2009.09.015
The Information Content of IPO Prospectuses,REVIEW OF FINANCIAL STUDIES,2010,23,7,10.1093/rfs/hhq024
The information content of litigation participation securities: the case of CalFed Bancorp,JOURNAL OF FINANCIAL ECONOMICS,2001,60,2-3,10.1016/S0304-405X(01)00048-4
The information content of share repurchase programs,JOURNAL OF FINANCE,2004,59,2,10.1111/j.1540-6261.2004.00645.x
The information content of stock markets: why do emerging markets have synchronous stock price movements?,JOURNAL OF FINANCIAL ECONOMICS,2000,58,1-2,10.1016/S0304-405X(00)00071-4
The information content of stock split announcements: Do options matter?,JOURNAL OF BANKING & FINANCE,2008,32,6,10.1016/j.jbankfin.2007.07.008
The information content of stock splits,JOURNAL OF BANKING & FINANCE,2011,35,9,10.1016/j.jbankfin.2011.02.005
The information frown in option prices,JOURNAL OF BANKING & FINANCE,2005,29,6,10.1016/j.jbankfin.2004.05.037
The information in option volume for future stock prices,REVIEW OF FINANCIAL STUDIES,2006,19,3,10.1093/rfs/hhj024
The information value of bond ratings,JOURNAL OF FINANCE,2000,55,6,10.1111/0022-1082.00311
The informational content of unsolicited ratings,JOURNAL OF BANKING & FINANCE,2008,32,4,10.1016/j.jbankfin.2007.04.021
