original affiliation,alias
UNIVERSITY CARLOS III OF MADRID,UNIVERSITY CARLOS III MADRID
UNIVERSITY CATOLICA PORTUGUESA,UNIVERSITY CATOLICA PORTUGUESA
UNIVERSITY CATTOLICA DEL SACRE CUORE,UNIVERSITY CATTOLICA DEL SACRE CUORE
UNIVERSITY CATTOLICA SACRO CUORE,UNIVERSITY CATTOLICA SACRO CUORE
UNIVERSITY CENTER OF THE CITY UNIVERSITY OF NEW YORK,CITY UNIVERSITY OF NEW YORK
UNIVERSITY COLLEGE (LONDON),UNIVERSITY COLLEGE LONDON
UNIVERSITY COLLEGE CORK,UNIVERSITY COLLEGE CORK
UNIVERSITY COLLEGE DUBLIN,UNIVERSITY COLLEGE DUBLIN
UNIVERSITY COLLEGE DUBLIN MICHAEL SMURFIT GRADUATE SCHOOL OF BUSINESS,UNIVERSITY COLLEGE DUBLIN
UNIVERSITY COLLEGE GHENT,UNIVERSITY COLLEGE GHENT
UNIVERSITY COLLEGE LONDON,UNIVERSITY COLLEGE LONDON
UNIVERSITY COLLEGE OF LONDON,UNIVERSITY COLLEGE LONDON
UNIVERSITY COLLEGE OF THE FRASER VALLEY,UNIVERSITY OF THE FRASER VALLEY
UNIVERSITY COMPLUTENSE MADRID,UNIVERSITY COMPLUTENSE MADRID
UNIVERSITY COMPLUTENSE OF MADRID DEPARTMENT OF ACTUARIAL AND FINANCIAL ECONOMICS,UNIVERSITY COMPLUTENSE MADRID
UNIVERSITY DE LA MEDITERRANEE AIX-MARSEILLE,UNIVERSITY DE LA MEDITERRANEE AIX-MARSEILLE
UNIVERSITY DE MONTREAL,UNIVERSITY OF MONTREAL
UNIVERSITY DE PROVENCE AIX-MARSEILLE,UNIVERSITY DE PROVENCE AIX-MARSEILLE
UNIVERSITY DE SUD TOULON-VAR,UNIVERSITY DE SUD TOULON-VAR
UNIVERSITY DEL DESARROLLO,UNIVERSITY DEL DESARROLLO
UNIVERSITY DI TORINO,UNIVERSITY OF TURIN
UNIVERSITY ESTADUAL DE CAMPINAS,UNIVERSITY ESTADUAL DE CAMPINAS
UNIVERSITY FINANCIAL ASSOCIATES LLC (UFA),UNIVERSITY FINANCIAL ASSOCIATES
UNIVERSITY IBERO-AMERICANA,UNIVERSITY IBERO-AMERICANA
UNIVERSITY LA CORUNA,UNIVERSITY LA CORUNA
UNIVERSITY LA LAGUNA,UNIVERSITY LA LAGUNA
UNIVERSITY LA SAPIENZA,"UNIVERSITY OF ROME, LA SAPIENZA"
UNIVERSITY LAVAL,UNIVERSITY LAVAL
UNIVERSITY LIBRE DE BRUXELLES,UNIVERSITY LIBRE DE BRUXELLES
UNIVERSITY LUISS GUIDO CARLI,UNIVERSITY LUISS GUIDO CARLI
UNIVERSITY MASSACHUSETTS,UNIVERSITY MASSACHUSETTS
UNIVERSITY MIGUEL HERNANDEZ,UNIVERSITY MIGUEL HERNANDEZ
UNIVERSITY MILAN-BICOCCA,UNIVERSITY OF MILANO-BICOCCA
UNIVERSITY NACIONAL DE COLOMBIA,UNIVERSITY NACIONAL DE COLOMBIA
UNIVERSITY NACIONAL DEL SUR,UNIVERSITY NACIONAL DEL SUR
UNIVERSITY NACIONAL SAN LUIS,UNIVERSITY NACIONAL SAN LUIS
"UNIVERSITY NANCY,","UNIVERSITY NANCY,"
UNIVERSITY OF AARHUS,AARHUS UNIVERSITY
UNIVERSITY OF ABERDEEN,UNIVERSITY OF ABERDEEN
UNIVERSITY OF ABERDEEN BUSINESS SCHOOL,UNIVERSITY OF ABERDEEN
UNIVERSITY OF ADDIS ABABA,UNIVERSITY OF ADDIS ABABA
UNIVERSITY OF ADELAIDE,UNIVERSITY OF ADELAIDE
UNIVERSITY OF AGDER,UNIVERSITY OF AGDER
UNIVERSITY OF AKRON,UNIVERSITY OF AKRON
UNIVERSITY OF ALABAMA,UNIVERSITY OF ALABAMA
UNIVERSITY OF ALABAMA AT BIRMINGHAM,UNIVERSITY OF ALABAMA
UNIVERSITY OF ALABAMA AT TUSCALOOSA,UNIVERSITY OF ALABAMA
UNIVERSITY OF ALABAMA CULVERHOUSE COLLEGE OF BUSINESS,UNIVERSITY OF ARIZONA
UNIVERSITY OF ALABAMA-BIRMINGHAM,UNIVERSITY OF ALABAMA
UNIVERSITY OF ALASKA,UNIVERSITY OF ALASKA
UNIVERSITY OF ALASKA ANCHORAGE,UNIVERSITY OF ALASKA
UNIVERSITY OF ALASKA AT FAIRBANKS,UNIVERSITY OF ALASKA
UNIVERSITY OF ALASKA FAIRBANKS,UNIVERSITY OF ALASKA
UNIVERSITY OF ALBERTA,UNIVERSITY OF ALBERTA
UNIVERSITY OF ALBERTA AT EDMONTON,UNIVERSITY OF ALBERTA
UNIVERSITY OF ALBERTA BUSINESS SCHOOL,UNIVERSITY OF ALBERTA
UNIVERSITY OF ALBERTA DEPARTMENT OF ECONOMICS,UNIVERSITY OF ALBERTA
UNIVERSITY OF ALBERTA EDMONTON,UNIVERSITY OF ALBERTA
UNIVERSITY OF ALBERTA SCHOOL OF BUSINESS,UNIVERSITY OF ALBERTA
UNIVERSITY OF ALBERTA SCHOOL OF BUSINESS EDMONTON,UNIVERSITY OF ALBERTA
UNIVERSITY OF ALICANTE,UNIVERSITY OF ALICANTE
UNIVERSITY OF ALICANTE DEPT ECONOMICA FINANCIERA CAMPUS DE SAN VICENTE DEL RASPEIG,UNIVERSITY OF ALICANTE
UNIVERSITY OF AMSTERDAM,UNIVERSITY OF AMSTERDAM
UNIVERSITY OF AMSTERDAM BUSINESS SCHOOL,UNIVERSITY OF AMSTERDAM
UNIVERSITY OF AMSTERDAM FACULTY OF ECONOMICS AND BUSINESS FINANCE GROUP,UNIVERSITY OF AMSTERDAM
UNIVERSITY OF AMSTERDAM FINANCE GROUP FACULTY OF ECONOMICS AND ECONOMETRICS,UNIVERSITY OF AMSTERDAM
UNIVERSITY OF AMSTERDAM SEMINARS,UNIVERSITY OF AMSTERDAM
UNIVERSITY OF AMSTERDAM THE NETHERLANDS,UNIVERSITY OF AMSTERDAM
UNIVERSITY OF AMSTERDAM TINBERGEN INSTITUTE,UNIVERSITY OF AMSTERDAM
UNIVERSITY OF ANCONA,UNIVERSITY POLITECNICA MARCHE
UNIVERSITY OF ANTWERP,UNIVERSITY OF ANTWERP
UNIVERSITY OF ANTWERP (UFSIA),UNIVERSITY OF ANTWERP
UNIVERSITY OF ANTWERPEN,UNIVERSITY OF ANTWERP
UNIVERSITY OF APPLIED SCIENCE STRALSUND,UNIVERSITY OF APPLIED SCIENCE STRALSUND
UNIVERSITY OF APPLIED SCIENCES COLOGNE,UNIVERSITY OF APPLIED SCIENCES COLOGNE
UNIVERSITY OF APPLIED SCIENCES ESSLINGEN,UNIVERSITY OF APPLIED SCIENCES ESSLINGEN
UNIVERSITY OF APPLIED SCIENCES MAINZ,UNIVERSITY OF APPLIED SCIENCES MAINZ
UNIVERSITY OF APPLIED SCIENCES MERSEBURG,UNIVERSITY OF APPLIED SCIENCES MERSEBURG
UNIVERSITY OF APPLIED SCIENCES OF MAINZ,UNIVERSITY OF APPLIED SCIENCES MAINZ
UNIVERSITY OF ARHUS,AARHUS UNIVERSITY
UNIVERSITY OF ARIZONA,UNIVERSITY OF ARIZONA
UNIVERSITY OF ARIZONA ELLER COLLEGE OF BUSINESS,UNIVERSITY OF ARIZONA
UNIVERSITY OF ARIZONA FINANCE DEPARTMENT ELLER COLLEGE OF MANAGEMENT,UNIVERSITY OF ARIZONA
UNIVERSITY OF ARIZONA TUCSON,UNIVERSITY OF ARIZONA
UNIVERSITY OF ARKANSAS,UNIVERSITY OF ARKANSAS
UNIVERSITY OF ASMARA,UNIVERSITY OF ASMARA
UNIVERSITY OF ATHENS,UNIVERSITY OF ATHENS
UNIVERSITY OF ATLANTA,UNIVERSITY OF ATLANTA
UNIVERSITY OF AUCKLAND,UNIVERSITY OF AUCKLAND
UNIVERSITY OF AUCKLAND AUCKLAND,UNIVERSITY OF AUCKLAND
UNIVERSITY OF AUCKLAND AUCKLAND NEW ZEALAND,UNIVERSITY OF AUCKLAND
UNIVERSITY OF AUCKLAND BUSINESS SCHOOL AUCKLAND,UNIVERSITY OF AUCKLAND
UNIVERSITY OF AUCKLAND BUSINESS SCHOOL AUCKLAND NEW ZEALAND,UNIVERSITY OF AUCKLAND
UNIVERSITY OF AUCKLAND EUROPE INSTITUTE,UNIVERSITY OF AUCKLAND
UNIVERSITY OF AUCKLAND NEW ZEALAND,UNIVERSITY OF AUCKLAND
UNIVERSITY OF AUEB,ATHENS UNIVERSITY OF ECONOMICS AND BUSINESS
UNIVERSITY OF AUGSBURG,UNIVERSITY OF AUGSBURG
UNIVERSITY OF AUTONOMA OF BARCELONA,UNIVERSITY AUTONOMA BARCELONA
UNIVERSITY OF AUVERGNE,UNIVERSITY OF AUVERGNE
UNIVERSITY OF AVEIRO,UNIVERSITY OF AVEIRO
UNIVERSITY OF BALTIMORE,UNIVERSITY OF BALTIMORE
UNIVERSITY OF BALTIMORE MERRICK SCHOOL OF BUSINESS,UNIVERSITY OF BALTIMORE
UNIVERSITY OF BARCELONA,UNIVERSITY OF BARCELONA
UNIVERSITY OF BARI,UNIVERSITY OF BARI
UNIVERSITY OF BASEL,UNIVERSITY OF BASEL
UNIVERSITY OF BATH,UNIVERSITY OF BATH
UNIVERSITY OF BATH SCHOOL OF MANAGEMENT,UNIVERSITY OF BATH
UNIVERSITY OF BATLIMORE,UNIVERSITY OF BALTIMORE
UNIVERSITY OF BAYREUTH,UNIVERSITY OF BAYREUTH
UNIVERSITY OF BELGRADE,UNIVERSITY OF BELGRADE
UNIVERSITY OF BERGAMO,UNIVERSITY OF BERGAMO
UNIVERSITY OF BERGEN,UNIVERSITY OF BERGEN
UNIVERSITY OF BERKELEY,"UNIVERSITY OF CALIFORNIA, BERKELEY"
UNIVERSITY OF BERN,UNIVERSITY OF BERN
UNIVERSITY OF BERNE,UNIVERSITY OF BERN
UNIVERSITY OF BERNE DEPARTMENT OF ECONOMICS,?
UNIVERSITY OF BIELEFELD,BIELEFELD UNIVERSITY
UNIVERSITY OF BINGHAMTON,"SUNY, BINGHAMTON"
UNIVERSITY OF BIRMINGHAM,UNIVERSITY OF BIRMINGHAM
UNIVERSITY OF BOCHUM,RUHR UNIVERSITY BOCHUM
UNIVERSITY OF BOLOGNA,UNIVERSITY OF BOLOGNA
UNIVERSITY OF BOLOGNA FORLI SCHOOL OF ECONOMICS DEPARTMENT OF MANAGEMENT,UNIVERSITY OF BOLOGNA
UNIVERSITY OF BOLZANO/BOZEN,FREE UNIVERSITY BOZEN BOLZANO
UNIVERSITY OF BONN,UNIVERSITY OF BONN
UNIVERSITY OF BOURNEMOUTH,BOURNEMOUTH UNIVERSITY
UNIVERSITY OF BRADFORD,UNIVERSITY OF BRADFORD
UNIVERSITY OF BRASILIA,UNIVERSITY OF BRASILIA
UNIVERSITY OF BRESCIA,UNIVERSITY OF BRESCIA
UNIVERSITY OF BRETAGNE OCCIDENTALE,UNIVERSITY OF BRETAGNE OCCIDENTALE
UNIVERSITY OF BRIDGEPORT,UNIVERSITY OF BRIDGEPORT
UNIVERSITY OF BRISTOL,UNIVERSITY OF BRISTOL
UNIVERSITY OF BRITISH COLUMBIA,UNIVERSITY OF BRITISH COLUMBIA
UNIVERSITY OF BRITISH COLUMBIA (VANCOUVER),UNIVERSITY OF BRITISH COLUMBIA
UNIVERSITY OF BRITISH COLUMBIA FACULTY OF MANAGEMENT,UNIVERSITY OF BRITISH COLUMBIA
UNIVERSITY OF BRITISH COLUMBIA VANCOUVER,UNIVERSITY OF BRITISH COLUMBIA
"UNIVERSITY OF BRITISH COLUMBIA, OKANAGAN","UNIVERSITY OF BRITISH COLUMBIA, OKANAGAN"
UNIVERSITY OF BRUNEL,UNIVERSITY OF BERN
UNIVERSITY OF BRUSSELS,FREE UNIVERSITY BRUSSELS
UNIVERSITY OF BRUSSELS (BELGIUM),FREE UNIVERSITY BRUSSELS
UNIVERSITY OF BUCKINGHAM,UNIVERSITY OF BIRMINGHAM
UNIVERSITY OF BUFFALO,UNIVERSITY OF BUFFALO
UNIVERSITY OF CAEN,UNIVERSITY OF CAEN
UNIVERSITY OF CAGLIARI,UNIVERSITY OF CAGLIARI
UNIVERSITY OF CAGLIARI FACOLTA DI ECONOMIA,UNIVERSITY OF CAGLIARI
UNIVERSITY OF CAIIFOMIA AT SANTA BARBARA,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA"
UNIVERSITY OF CALABRIA,UNIVERSITY OF CALABRIA
UNIVERSITY OF CALGARY,UNIVERSITY OF CALGARY
UNIVERSITY OF CALIFORNIA,UNIVERSITY OF CALIFORNIA
UNIVERSITY OF CALIFORNIA - IRVINE,"UNIVERSITY OF CALIFORNIA, IRVINE"
UNIVERSITY OF CALIFORNIA - LOS ANGELES,"UNIVERSITY OF CALIFORNIA, LOS ANGELES"
UNIVERSITY OF CALIFORNIA - RIVERSIDE,"UNIVERSITY OF CALIFORNIA, RIVERSIDE"
UNIVERSITY OF CALIFORNIA (IRVINE),"UNIVERSITY OF CALIFORNIA, IRVINE"
UNIVERSITY OF CALIFORNIA (RIVERSIDE),"UNIVERSITY OF CALIFORNIA, RIVERSIDE"
UNIVERSITY OF CALIFORNIA (SAN DIEGO),"UNIVERSITY OF CALIFORNIA, SAN DIEGO"
UNIVERSITY OF CALIFORNIA AT BERKELEY,"UNIVERSITY OF CALIFORNIA, BERKELEY"
UNIVERSITY OF CALIFORNIA AT BERKELEY HAAS SCHOOL OF BUSINESS,"UNIVERSITY OF CALIFORNIA, BERKELEY"
UNIVERSITY OF CALIFORNIA AT BERKELEY'S HAAS SCHOOL OF BUSINESS,"UNIVERSITY OF CALIFORNIA, BERKELEY"
UNIVERSITY OF CALIFORNIA AT BERKELY,"UNIVERSITY OF CALIFORNIA, BERKELEY"
UNIVERSITY OF CALIFORNIA AT DAVIS,"UNIVERSITY OF CALIFORNIA, DAVIS"
UNIVERSITY OF CALIFORNIA AT IRVINE,"UNIVERSITY OF CALIFORNIA, IRVINE"
UNIVERSITY OF CALIFORNIA AT LOS ANGELES,"UNIVERSITY OF CALIFORNIA, LOS ANGELES"
UNIVERSITY OF CALIFORNIA AT LOS ANGELES ECONOMICS DEPARTMENT,"UNIVERSITY OF CALIFORNIA, LOS ANGELES"
UNIVERSITY OF CALIFORNIA AT LOS ANGELES FINANCE DEPARTMENT,"UNIVERSITY OF CALIFORNIA, LOS ANGELES"
UNIVERSITY OF CALIFORNIA AT RIVERSIDE,"UNIVERSITY OF CALIFORNIA, RIVERSIDE"
UNIVERSITY OF CALIFORNIA AT SAN DIEGO,"UNIVERSITY OF CALIFORNIA, SAN DIEGO"
UNIVERSITY OF CALIFORNIA AT SANTA BARBARA,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA"
UNIVERSITY OF CALIFORNIA AT SANTA CRUZ,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ"
UNIVERSITY OF CALIFORNIA BERKELEY,"UNIVERSITY OF CALIFORNIA, BERKELEY"
UNIVERSITY OF CALIFORNIA BERKELEY HAAS SCHOOL OF BUSINESS,"UNIVERSITY OF CALIFORNIA, BERKELEY"
UNIVERSITY OF CALIFORNIA DAVIS,"UNIVERSITY OF CALIFORNIA, DAVIS"
UNIVERSITY OF CALIFORNIA ENERGY INSTITUTE AT BERKELEY,"UNIVERSITY OF CALIFORNIA, BERKELEY"
UNIVERSITY OF CALIFORNIA IN LOS ANGELES,"UNIVERSITY OF CALIFORNIA, LOS ANGELES"
UNIVERSITY OF CALIFORNIA IN RIVERSIDE,"UNIVERSITY OF CALIFORNIA, RIVERSIDE"
UNIVERSITY OF CALIFORNIA IRVINE,"UNIVERSITY OF CALIFORNIA, IRVINE"
UNIVERSITY OF CALIFORNIA LOS ANGELES,"UNIVERSITY OF CALIFORNIA, LOS ANGELES"
UNIVERSITY OF CALIFORNIA LOS ANGELES (ANDERSON AND DEPARTMENT OF ECONOMICS),"UNIVERSITY OF CALIFORNIA, LOS ANGELES"
UNIVERSITY OF CALIFORNIA LOS ANGELES ANDERSON SCHOOL OF MANAGEMENT,"UNIVERSITY OF CALIFORNIA, LOS ANGELES"
UNIVERSITY OF CALIFORNIA RIVERSIDE,"UNIVERSITY OF CALIFORNIA, RIVERSIDE"
UNIVERSITY OF CALIFORNIA SAN DIEGO,"UNIVERSITY OF CALIFORNIA, SAN DIEGO"
UNIVERSITY OF CALIFORNIA SANTA BARBARA,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA"
UNIVERSITY OF CALIFORNIA SANTA CRUZ,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ"
UNIVERSITY OF CALIFORNIA--BERKELEY,"UNIVERSITY OF CALIFORNIA, BERKELEY"
UNIVERSITY OF CALIFORNIA-BERKELEY,"UNIVERSITY OF CALIFORNIA, BERKELEY"
UNIVERSITY OF CALIFORNIA-BERKELY,"UNIVERSITY OF CALIFORNIA, BERKELEY"
UNIVERSITY OF CALIFORNIA-DAVIS,"UNIVERSITY OF CALIFORNIA, DAVIS"
UNIVERSITY OF CALIFORNIA-IRVINE,"UNIVERSITY OF CALIFORNIA, IRVINE"
UNIVERSITY OF CALIFORNIA-LOS ANGELES,"UNIVERSITY OF CALIFORNIA, IRVINE"
UNIVERSITY OF CALIFORNIA-MERCED,"UNIVERSITY OF CALIFORNIA, LOS ANGELES"
UNIVERSITY OF CALIFORNIA-RIVERSIDE,"UNIVERSITY OF CALIFORNIA, RIVERSIDE"
UNIVERSITY OF CALIFORNIA-SAN DIEGO,"UNIVERSITY OF CALIFORNIA, RIVERSIDE"
UNIVERSITY OF CALIFORNIA-SANTA CRUZ,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ"
"UNIVERSITY OF CALIFORNIA, BERKELEY","UNIVERSITY OF CALIFORNIA, BERKELEY"
"UNIVERSITY OF CALIFORNIA, DAVIS","UNIVERSITY OF CALIFORNIA, DAVIS"
"UNIVERSITY OF CALIFORNIA, IRVINE","UNIVERSITY OF CALIFORNIA, IRVINE"
"UNIVERSITY OF CALIFORNIA, LOS ANGELES","UNIVERSITY OF CALIFORNIA, LOS ANGELES"
"UNIVERSITY OF CALIFORNIA, RIVERSIDE","UNIVERSITY OF CALIFORNIA, RIVERSIDE"
"UNIVERSITY OF CALIFORNIA, SAN DIEGO","UNIVERSITY OF CALIFORNIA, SAN DIEGO"
"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO","UNIVERSITY OF CALIFORNIA, SAN FRANCISCO"
"UNIVERSITY OF CALIFORNIA, SANTA BARBARA","UNIVERSITY OF CALIFORNIA, SANTA BARBARA"
"UNIVERSITY OF CALIFORNIA, SANTA CRUZ","UNIVERSITY OF CALIFORNIA, SANTA CRUZ"
UNIVERSITY OF CALIFORNIADAVIS,"UNIVERSITY OF CALIFORNIA, DAVIS"
UNIVERSITY OF CALIFORNIAIRVINE,"UNIVERSITY OF CALIFORNIA, IRVINE"
UNIVERSITY OF CALIFORNIARIVERSIDE,"UNIVERSITY OF CALIFORNIA, RIVERSIDE"
UNIVERSITY OF CAMBRIDGE,UNIVERSITY OF CAMBRIDGE
UNIVERSITY OF CANTABRIA,UNIVERSITY OF CANTABRIA
UNIVERSITY OF CANTERBURY,UNIVERSITY OF CANTERBURY
UNIVERSITY OF CAPE TOWN,UNIVERSITY OF CAPE TOWN
UNIVERSITY OF CARLOS III DE MADRID,UNIVERSITY CARLOS III MADRID
UNIVERSITY OF CASSINO,UNIVERSITY OF CASSINO
UNIVERSITY OF CATANIA,UNIVERSITY OF CATANIA
UNIVERSITY OF CATTOLICA-MILAN,UNIVERSITY CATTOLICA SACRO CUORE
UNIVERSITY OF CENTRAL FLORIDA,UNIVERSITY OF CENTRAL FLORIDA
UNIVERSITY OF CENTRAL FLORIDA COLLEGE OF BUSINESS,UNIVERSITY OF CENTRAL FLORIDA
UNIVERSITY OF CENTRAL FLORIDA COLLEGE OF BUSINESS ADMINISTRATION,UNIVERSITY OF CENTRAL FLORIDA
UNIVERSITY OF CENTRAL FLORIDA ORLANDO,UNIVERSITY OF CENTRAL FLORIDA
UNIVERSITY OF CERGY PONTOISE,UNIVERSITY OF CERGY PONTOISE
UNIVERSITY OF CERGY-PONTOISE (THEMA),UNIVERSITY OF CERGY PONTOISE
UNIVERSITY OF CHEMNITZ,UNIVERSITY OF CHEMNITZ
UNIVERSITY OF CHICAGO,UNIVERSITY OF CHICAGO
UNIVERSITY OF CHICAGO (BOOTH),UNIVERSITY OF CHICAGO
UNIVERSITY OF CHICAGO BOOTH SCHOOL OF BUSINESS,UNIVERSITY OF CHICAGO
UNIVERSITY OF CHICAGO GRADUATE SCHOOL OF BUSINESS,UNIVERSITY OF CHICAGO
UNIVERSITY OF CHICAGO GSB,UNIVERSITY OF CHICAGO
UNIVERSITY OF CHICAGO LAW SCHOOL,UNIVERSITY OF CHICAGO
UNIVERSITY OF CHICAGO THE NATIONAL OPINION RESEARCH CENTER,UNIVERSITY OF CHICAGO
UNIVERSITY OF CHICAGO-GRADUATE SCHOOL OF BUSINESS,UNIVERSITY OF CHICAGO
UNIVERSITY OF CHICAGO'S BOOTH SCHOOL OF BUSINESS,UNIVERSITY OF CHICAGO
UNIVERSITY OF CHICAGO'S GRADUATE SCHOOL OF BUSINESS,UNIVERSITY OF CHICAGO
UNIVERSITY OF CHILE,UNIVERSITY OF CHILE
UNIVERSITY OF CHILE SANTIAGO,UNIVERSITY OF CHILE
UNIVERSITY OF CINCINNATI,UNIVERSITY OF CINCINNATI
UNIVERSITY OF CINCINNATI COLLEGE OF BUSINESS ADMINISTRATION,UNIVERSITY OF CINCINNATI
UNIVERSITY OF CINCINNATI'S COLLEGE OF BUSINESS,UNIVERSITY OF CINCINNATI
UNIVERSITY OF COIMBRA,UNIVERSITY OF COIMBRA
UNIVERSITY OF COIMBRA SCHOOL OF ECONOMICS,UNIVERSITY OF COIMBRA
UNIVERSITY OF COLOGNE,UNIVERSITY OF COLOGNE
UNIVERSITY OF COLOGNE DEPARTMENT OF INFORMATION SYSTEMS AND OPERATIONS RESEARCH,UNIVERSITY OF COLOGNE
UNIVERSITY OF COLORADO,UNIVERSITY OF COLORADO
UNIVERSITY OF COLORADO - BOULDER,UNIVERSITY OF COLORADO
UNIVERSITY OF COLORADO (BOULDER),UNIVERSITY OF COLORADO
UNIVERSITY OF COLORADO AT BOLDER,UNIVERSITY OF COLORADO
UNIVERSITY OF COLORADO AT BOULDER,UNIVERSITY OF COLORADO
UNIVERSITY OF COLORADO AT BOULDER LEEDS SCHOOL OF BUSINESS,UNIVERSITY OF COLORADO
UNIVERSITY OF COLORADO AT COLORADO SPRINGS,UNIVERSITY OF COLORADO
UNIVERSITY OF COLORADO AT DENVER,UNIVERSITY OF COLORADO
UNIVERSITY OF COLORADO BURRIDGE CENTER,UNIVERSITY OF COLORADO
UNIVERSITY OF COLORADO-BOULDER,UNIVERSITY OF COLORADO
UNIVERSITY OF COLORADO-DENVER,UNIVERSITY OF COLORADO
UNIVERSITY OF COLORODO,UNIVERSITY OF COLORADO
UNIVERSITY OF COLUMBIA,UNIVERSITY OF COIMBRA
UNIVERSITY OF CONCEPCION,UNIVERSITY OF CONCEPCION
UNIVERSITY OF CONNECTICUT,UNIVERSITY OF CONNECTICUT
UNIVERSITY OF CONNECTICUT DEPARTMENT OF FINANCE,UNIVERSITY OF CONNECTICUT
UNIVERSITY OF CONSTANCE,UNIVERSITY OF KONSTANZ
UNIVERSITY OF COPENHAGEN,UNIVERSITY OF COPENHAGEN
UNIVERSITY OF COPENHAGEN (CAM),UNIVERSITY OF COPENHAGEN
UNIVERSITY OF COPENHAGEN INSTITUTE OF ECONOMICS,UNIVERSITY OF COPENHAGEN
UNIVERSITY OF CORSE,UNIVERSITY OF CORSE
UNIVERSITY OF COSTA RICA,UNIVERSITY OF COSTA RICA
UNIVERSITY OF CRANFIELD,UNIVERSITY OF CRANFIELD
UNIVERSITY OF CRETE,UNIVERSITY OF CRETE
UNIVERSITY OF CYPRUS,UNIVERSITY OF CYPRUS
UNIVERSITY OF DAUPHINE,UNIVERSITY OF PARIS IX
UNIVERSITY OF DAYTON,UNIVERSITY OF DAYTON
UNIVERSITY OF DAYTON DEPARTMENT OF ECONOMICS AND FINANCE,UNIVERSITY OF DAYTON
UNIVERSITY OF DELAWARE,UNIVERSITY OF DELAWARE
UNIVERSITY OF DELAWARE LERNER COLLEGE OF BUSINESS AND ECONOMICS,UNIVERSITY OF DELAWARE
UNIVERSITY OF DELAWARE'S JOHN L WEINBERG CENTER FOR CORPORATE GOVERNANCE,UNIVERSITY OF DELAWARE
UNIVERSITY OF DELHI,UNIVERSITY OF DELHI
UNIVERSITY OF DENVER,UNIVERSITY OF DENVER
UNIVERSITY OF DHAKA,UNIVERSITY OF DHAKA
UNIVERSITY OF DORTMUND,TECHNICAL UNIVERSITY OF DORTMUND
UNIVERSITY OF DRESDEN,TECHNICAL UNIVERSITY OF DRESDEN
UNIVERSITY OF DUBLIN,UNIVERSITY COLLEGE DUBLIN
UNIVERSITY OF DUESSELDORF,UNIVERSITY OF DUESSELDORF
UNIVERSITY OF DUISBURG-ESSEN,UNIVERSITY OF DUISBURG-ESSEN
UNIVERSITY OF DUNDEE,UNIVERSITY OF DUNDEE
UNIVERSITY OF DURHAM,UNIVERSITY OF DURHAM
UNIVERSITY OF EAST ANGLIA,UNIVERSITY OF EAST ANGLIA
UNIVERSITY OF EDINBURGH,UNIVERSITY OF EDINBURGH
UNIVERSITY OF EDINBURGH BUSINESS SCHOOL,UNIVERSITY OF EDINBURGH
UNIVERSITY OF EDMONTON,UNIVERSITY OF EDMONTON
UNIVERSITY OF ERFURT,UNIVERSITY OF ERFURT
UNIVERSITY OF ERFURT FACULTY OF ECONOMICS LAW AND SOCIAL SCIENCES,UNIVERSITY OF ERFURT
UNIVERSITY OF ERLANGEN-NUREMBERG,UNIVERSITY OF ERLANGEN-NURNBERG
UNIVERSITY OF ERLANGEN-NURNBERG,UNIVERSITY OF ERLANGEN-NURNBERG
UNIVERSITY OF ESSEX,UNIVERSITY OF ESSEX
UNIVERSITY OF EVORA,UNIVERSITY OF EVORA
UNIVERSITY OF EVRY,UNIVERSITY OF EVRY
UNIVERSITY OF EVRY (FRANCE),UNIVERSITY OF EVRY
UNIVERSITY OF EXETER,UNIVERSITY OF EXETER
UNIVERSITY OF EXTREMADURA,UNIVERSITY OF EXTREMADURA
UNIVERSITY OF FLORENCE,UNIVERSITY OF FLORENCE
UNIVERSITY OF FLORIDA,UNIVERSITY OF FLORIDA
UNIVERSITY OF FLORIDA AT GAINESVILLE,UNIVERSITY OF FLORIDA
UNIVERSITY OF FLORIDA GAINESVILLE,UNIVERSITY OF FLORIDA
UNIVERSITY OF FLORIDA ISE DEPARTMENT,UNIVERSITY OF FLORIDA
UNIVERSITY OF FLORIDA WARRINGTON COLLEGE OF BUSINESS DEPARTMENT OF FINANCE,UNIVERSITY OF FLORIDA
UNIVERSITY OF FLORIDA-GAINESVILLE,UNIVERSITY OF FLORIDA
UNIVERSITY OF FRANCHE-COMTÉ,UNIVERSITY OF FRANCHE-COMTÉ
UNIVERSITY OF FRANKFURT,UNIVERSITY OF FRANKFURT
UNIVERSITY OF FRANKFURT (IMFS),UNIVERSITY OF FRANKFURT
UNIVERSITY OF FRANKFURT (MAIN),UNIVERSITY OF FRANKFURT
UNIVERSITY OF FRANKFURT AM MAIN,UNIVERSITY OF FRANKFURT
UNIVERSITY OF FRANKFURT CFS,UNIVERSITY OF FRANKFURT
UNIVERSITY OF FRANKFURT/MAIN,UNIVERSITY OF FRANKFURT
UNIVERSITY OF FREIBOURG,UNIVERSITY OF FRIBOURG
